0.00000000,0.00000000,-1.00000000
0.00854613,0.00000000,-1.00000000
0.01709226,0.00000000,-1.00000000
0.02563839,0.00000000,-1.00000000
0.03418453,0.00000000,-1.00000000
0.04273066,0.00000000,-1.00000000
0.05127679,0.00000000,-1.00000000
0.05982292,0.00000000,-1.00000000
0.06836905,0.00000000,-1.00000000
0.07691518,0.00000000,-1.00000000
0.08546132,0.00000000,-1.00000000
0.09400745,0.00000000,-1.00000000
0.10255358,0.00000000,-1.00000000
0.11109971,0.00000000,-1.00000000
0.11964584,0.00000000,-1.00000000
0.12819197,0.00000000,-1.00000000
0.13673810,0.00000000,-1.00000000
0.14528424,0.00000000,-1.00000000
0.15383037,0.00000000,-1.00000000
0.16237650,0.00000000,-1.00000000
0.17092263,0.00000000,-1.00000000
0.17946876,0.00000000,-1.00000000
0.18801489,0.00000000,-1.00000000
0.19656103,0.00000000,-1.00000000
0.20510716,0.00000000,-1.00000000
0.21365329,0.00000000,-1.00000000
0.22219942,0.00000000,-1.00000000
0.23074555,0.00000000,-1.00000000
0.23929168,0.00000000,-1.00000000
0.24783782,0.00000000,-1.00000000
0.25638395,0.00000000,-1.00000000
0.26493008,0.00000000,-1.00000000
0.27347621,0.00000000,-1.00000000
0.28202234,0.00000000,-1.00000000
0.29056847,0.00000000,-1.00000000
0.29911460,0.00000000,-1.00000000
0.30766074,0.00000000,-1.00000000
0.31620687,0.00000000,-1.00000000
0.32475300,0.00000000,-1.00000000
0.33329913,0.00000000,-1.00000000
0.34184526,0.00000000,-1.00000000
0.35039139,0.00000000,-1.00000000
0.35893753,0.00000000,-1.00000000
0.36748366,0.00000000,-1.00000000
0.37602979,0.00000000,-1.00000000
0.38457592,0.00000000,-1.00000000
0.39312205,0.00000000,-1.00000000
0.40166818,0.00000000,-1.00000000
0.41021431,0.00000000,-1.00000000
0.41876045,0.00000000,-1.00000000
0.42730658,0.00000000,-1.00000000
0.43585271,0.00000000,-1.00000000
0.44439884,0.00000000,-1.00000000
0.45294497,0.00000000,-1.00000000
0.46149110,0.00000000,-1.00000000
0.47003724,0.00000000,-1.00000000
0.47858337,0.00000000,-1.00000000
0.48712950,0.00000000,-1.00000000
0.49567563,0.00000000,-1.00000000
0.50422176,0.00000000,-1.00000000
0.51276789,0.00000000,-1.00000000
0.52131403,0.00000000,-1.00000000
0.52986016,0.00000000,-1.00000000
0.53840629,0.00000000,-1.00000000
0.54695242,0.00000000,-1.00000000
0.55549855,0.00000000,-1.00000000
0.56404468,0.00000000,-1.00000000
0.57259081,0.00000000,-1.00000000
0.58113695,0.00000000,-1.00000000
0.58968308,0.00000000,-1.00000000
0.59822921,0.00000000,-1.00000000
0.60677534,0.00000000,-1.00000000
0.61532147,0.00000000,-1.00000000
0.62386760,0.00000000,-1.00000000
0.63241374,0.00000000,-1.00000000
0.64095987,0.00000000,-1.00000000
0.64950600,0.00000000,-1.00000000
0.65805213,0.00000000,-1.00000000
0.66659826,0.00000000,-1.00000000
0.67514439,0.00000000,-1.00000000
0.68369052,0.00000000,-1.00000000
0.69223666,0.00000000,-1.00000000
0.70078279,0.00000000,-1.00000000
0.70932892,0.00000000,-1.00000000
0.71787505,0.00000000,-1.00000000
0.72642118,0.00000000,-1.00000000
0.73496731,0.00000000,-1.00000000
0.74351345,0.00000000,-1.00000000
0.75205958,0.00000000,-1.00000000
0.76060571,0.00000000,-1.00000000
0.76915184,0.00000000,-1.00000000
0.77769797,0.00000000,-1.00000000
0.78624410,0.00000000,-1.00000000
0.79479023,0.00000000,-1.00000000
0.80333637,0.00000000,-1.00000000
0.81188250,0.00000000,-1.00000000
0.82042863,0.00000000,-1.00000000
0.82897476,0.00000000,-1.00000000
0.83752089,0.00000000,-1.00000000
0.84606702,0.00000000,-1.00000000
0.85461316,0.00000000,-1.00000000
0.86315929,0.00000000,-1.00000000
0.87170542,0.00000000,-1.00000000
0.88025155,0.00000000,-1.00000000
0.88879768,0.00000000,-1.00000000
0.89734381,0.00000000,-1.00000000
0.90588995,0.00000000,-1.00000000
0.91443608,0.00000000,-1.00000000
0.92298221,0.00000000,-1.00000000
0.93152834,0.00000000,-1.00000000
0.94007447,0.00000000,-1.00000000
0.94862060,0.00000000,-1.00000000
0.95716673,0.00000000,-1.00000000
0.96571287,0.00005276,-0.99994724
0.97425900,0.00487068,-0.99512932
0.98280513,0.09556415,-0.90443585
0.99135126,0.62615731,-0.37384269
0.99989739,1.77286208, 0.77286208
1.00844352,2.85270111, 1.85270111
1.01698966,3.29033961, 2.29033961
1.02553579,3.26537390, 2.26537390
1.03408192,3.12877214, 2.12877214
1.04262805,2.99517733, 1.99517733
1.05117418,2.87459482, 1.87459482
1.05972031,2.75662624, 1.75662624
1.06826644,2.64429283, 1.64429283
1.07681258,2.54045565, 1.54045565
1.08535871,2.44399278, 1.44399278
1.09390484,2.34778608, 1.34778608
1.10245097,2.25761317, 1.25761317
1.11099710,2.17274862, 1.17274862
1.11954323,2.09407198, 1.09407198
1.12808937,2.01941794, 1.01941794
1.13663550,1.94846163, 0.94846163
1.14518163,1.87702227, 0.87702227
1.15372776,1.81115388, 0.81115388
1.16227389,1.74870214, 0.74870214
1.17082002,1.69037723, 0.69037723
1.17936616,1.63703786, 0.63703786
